hour,t(sec),"S1 (kVA)",Ang1,"S2 (kVA)",Ang2,"S3 (kVA)",Ang3
3459, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
3459, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
3459, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
3460, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
3460, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
3460, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
3460, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
3461, 0.00000, 2423.23, -174.405, 2472.04, -175.438, 2486.14, -173.953
3461, 900.00000, 2580.49, -172.368, 2614.4, -173.926, 2658.53, -172.52
3461, 1800.00000, 2716.6, -171.843, 2784.78, -172.987, 2798.72, -171.213
3461, 2700.00000, 2668.66, -172.8, 2740.81, -173.539, 2735.63, -171.866
3462, 0.00000, 2684.67, -173.027, 2771.1, -173.395, 2744.06, -171.65
3462, 900.00000, 2799.03, -172.393, 2860.6, -172.331, 2827.7, -171.281
3462, 1800.00000, 2796.46, -172.042, 2830.62, -171.883, 2806.93, -171.358
3462, 2700.00000, 2941.4, -171.965, 2996.07, -171.528, 2949.48, -170.825
3463, 0.00000, 3002.99, -171.874, 3097.12, -171.621, 3039.51, -170.209
3463, 900.00000, 3087.95, -171.361, 3175.31, -171.521, 3140.11, -170.062
3463, 1800.00000, 3050.19, -171.145, 3099.45, -171.456, 3089.52, -170.511
3463, 2700.00000, 3186.68, -170.127, 3217.89, -170.816, 3235.69, -169.995
3464, 0.00000, 3133.97, -171.145, 3198.04, -172.052, 3209.77, -170.613
3464, 900.00000, 3248.54, -169.894, 3317.12, -171.653, 3370.21, -169.773
3464, 1800.00000, 3373.75, -169.338, 3479.06, -170.565, 3490.96, -168.464
3464, 2700.00000, 3367.52, -169.694, 3461.59, -169.959, 3429.2, -168.467
3465, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
3465, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
3465, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
3465, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
3466, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
3466, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
3466, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
3466, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
3467, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
3467, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
3467, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
3467, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
3468, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
3468, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
3468, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
3468, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
3469, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
3469, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
3469, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
3469, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
3470, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
3470, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
3470, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
3470, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
3471, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
3471, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
3471, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
3471, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
3472, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
3472, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
3472, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
3472, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
3473, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
3473, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
3473, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
3473, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
3474, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
3474, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
3474, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
3474, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
3475, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
3475, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
3475, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
3475, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
3476, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
3476, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
3476, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
3476, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
3477, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
3477, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
3477, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
3477, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
3478, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
3478, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
3478, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
3478, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
3479, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
3479, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
3479, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
3479, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
3480, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
3480, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
3480, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
3480, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
3481, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
3481, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
3481, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
3481, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
3482, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
3482, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
3482, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
3482, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
3483, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
3483, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
3483, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
3483, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
3484, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
3484, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
3484, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
3484, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
3485, 0.00000, 2423.23, -174.405, 2472.04, -175.438, 2486.14, -173.953
3485, 900.00000, 2580.49, -172.368, 2614.4, -173.926, 2658.53, -172.52
3485, 1800.00000, 2716.6, -171.843, 2784.78, -172.987, 2798.72, -171.213
3485, 2700.00000, 2668.66, -172.8, 2740.81, -173.539, 2735.63, -171.866
3486, 0.00000, 2684.67, -173.027, 2771.1, -173.395, 2744.06, -171.65
3486, 900.00000, 2799.03, -172.393, 2860.6, -172.331, 2827.7, -171.281
3486, 1800.00000, 2796.46, -172.042, 2830.62, -171.883, 2806.93, -171.358
3486, 2700.00000, 2941.4, -171.965, 2996.07, -171.528, 2949.48, -170.825
3487, 0.00000, 3002.99, -171.874, 3097.12, -171.621, 3039.51, -170.209
3487, 900.00000, 3087.95, -171.361, 3175.31, -171.521, 3140.11, -170.062
3487, 1800.00000, 3050.19, -171.145, 3099.45, -171.456, 3089.52, -170.511
3487, 2700.00000, 3186.68, -170.127, 3217.89, -170.816, 3235.69, -169.995
3488, 0.00000, 3133.97, -171.145, 3198.04, -172.052, 3209.77, -170.613
3488, 900.00000, 3248.54, -169.894, 3317.12, -171.653, 3370.21, -169.773
3488, 1800.00000, 3373.75, -169.338, 3479.06, -170.565, 3490.96, -168.464
3488, 2700.00000, 3367.52, -169.694, 3461.59, -169.959, 3429.2, -168.467
3489, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
3489, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
3489, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
3489, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
3490, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
3490, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
3490, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
3490, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
3491, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
3491, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
3491, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
3491, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
3492, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
3492, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
3492, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
3492, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
3493, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
3493, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
3493, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
3493, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
3494, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
3494, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
3494, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
3494, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
3495, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
3495, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
3495, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
3495, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
3496, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
3496, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
3496, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
3496, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
3497, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
3497, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
3497, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
3497, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
3498, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
3498, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
3498, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
3498, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
3499, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
3499, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
3499, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
3499, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
3500, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
3500, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
3500, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
3500, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
3501, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
3501, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
3501, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
3501, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
3502, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
3502, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
3502, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
3502, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
3503, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
3503, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
3503, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
3503, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
3504, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
3504, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
3504, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
3504, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
3505, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
3505, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
3505, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
3505, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
3506, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
3506, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
3506, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
3506, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
3507, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
3507, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
3507, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
3507, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
3508, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
3508, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
3508, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
3508, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
3509, 0.00000, 2423.23, -174.405, 2472.04, -175.438, 2486.14, -173.953
3509, 900.00000, 2580.49, -172.368, 2614.4, -173.926, 2658.53, -172.52
3509, 1800.00000, 2716.6, -171.843, 2784.78, -172.987, 2798.72, -171.213
3509, 2700.00000, 2668.66, -172.8, 2740.81, -173.539, 2735.63, -171.866
3510, 0.00000, 2684.67, -173.027, 2771.1, -173.395, 2744.06, -171.65
3510, 900.00000, 2799.03, -172.393, 2860.6, -172.331, 2827.7, -171.281
3510, 1800.00000, 2796.46, -172.042, 2830.62, -171.883, 2806.93, -171.358
3510, 2700.00000, 2941.4, -171.965, 2996.07, -171.528, 2949.48, -170.825
3511, 0.00000, 3002.99, -171.874, 3097.12, -171.621, 3039.51, -170.209
3511, 900.00000, 3087.95, -171.361, 3175.31, -171.521, 3140.11, -170.062
3511, 1800.00000, 3050.19, -171.145, 3099.45, -171.456, 3089.52, -170.511
3511, 2700.00000, 3186.68, -170.127, 3217.89, -170.816, 3235.69, -169.995
3512, 0.00000, 3133.97, -171.145, 3198.04, -172.052, 3209.77, -170.613
3512, 900.00000, 3248.54, -169.894, 3317.12, -171.653, 3370.21, -169.773
3512, 1800.00000, 3373.75, -169.338, 3479.06, -170.565, 3490.96, -168.464
3512, 2700.00000, 3367.52, -169.694, 3461.59, -169.959, 3429.2, -168.467
3513, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
3513, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
3513, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
3513, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
3514, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
3514, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
3514, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
3514, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
3515, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
3515, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
3515, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
3515, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
3516, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
3516, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
3516, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
3516, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
3517, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
3517, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
3517, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
3517, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
3518, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
3518, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
3518, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
3518, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
3519, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
3519, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
3519, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
3519, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
3520, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
3520, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
3520, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
3520, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
3521, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
3521, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
3521, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
3521, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
3522, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
3522, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
3522, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
3522, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
3523, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
3523, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
3523, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
3523, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
3524, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
3524, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
3524, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
3524, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
3525, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
3525, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
3525, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
3525, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
3526, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
3526, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
3526, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
3526, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
3527, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
3527, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
3527, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
3527, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
3528, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
3528, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
3528, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
3528, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
3529, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
3529, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
3529, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
3529, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
3530, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
3530, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
3530, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
3530, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
3531, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
3531, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
3531, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
3531, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
3532, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
3532, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
3532, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
3532, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
