hour,t(sec),"S1 (kVA)",Ang1,"S2 (kVA)",Ang2,"S3 (kVA)",Ang3
2001, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
2001, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
2001, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
2001, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
2002, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
2002, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
2002, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
2002, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
2003, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
2003, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
2003, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
2003, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
2004, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
2004, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
2004, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
2004, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
2005, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
2005, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
2005, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
2005, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
2006, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
2006, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
2006, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
2006, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
2007, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
2007, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
2007, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
2007, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
2008, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
2008, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
2008, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
2008, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
2009, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
2009, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
2009, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
2009, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
2010, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
2010, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
2010, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
2010, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
2011, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
2011, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
2011, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
2011, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
2012, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
2012, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
2012, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
2012, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
2013, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
2013, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
2013, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
2013, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
2014, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
2014, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
2014, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
2014, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
2015, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
2015, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
2015, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
2015, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
2016, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
2016, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
2016, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
2016, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
2017, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
2017, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
2017, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
2017, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
2018, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
2018, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
2018, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
2018, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
2019, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
2019, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
2019, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
2019, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
2020, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
2020, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
2020, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
2020, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
2021, 0.00000, 2423.23, -174.405, 2472.04, -175.438, 2486.14, -173.953
2021, 900.00000, 2580.49, -172.368, 2614.4, -173.926, 2658.53, -172.52
2021, 1800.00000, 2716.6, -171.843, 2784.78, -172.987, 2798.72, -171.213
2021, 2700.00000, 2668.66, -172.8, 2740.81, -173.539, 2735.63, -171.866
2022, 0.00000, 2684.67, -173.027, 2771.1, -173.395, 2744.06, -171.65
2022, 900.00000, 2799.03, -172.393, 2860.6, -172.331, 2827.7, -171.281
2022, 1800.00000, 2796.46, -172.042, 2830.62, -171.883, 2806.93, -171.358
2022, 2700.00000, 2941.4, -171.965, 2996.07, -171.528, 2949.48, -170.825
2023, 0.00000, 3002.99, -171.874, 3097.12, -171.621, 3039.51, -170.209
2023, 900.00000, 3087.95, -171.361, 3175.31, -171.521, 3140.11, -170.062
2023, 1800.00000, 3050.19, -171.145, 3099.45, -171.456, 3089.52, -170.511
2023, 2700.00000, 3186.68, -170.127, 3217.89, -170.816, 3235.69, -169.995
2024, 0.00000, 3133.97, -171.145, 3198.04, -172.052, 3209.77, -170.613
2024, 900.00000, 3248.54, -169.894, 3317.12, -171.653, 3370.21, -169.773
2024, 1800.00000, 3373.75, -169.338, 3479.06, -170.565, 3490.96, -168.464
2024, 2700.00000, 3367.52, -169.694, 3461.59, -169.959, 3429.2, -168.467
2025, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
2025, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
2025, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
2025, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
2026, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
2026, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
2026, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
2026, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
2027, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
2027, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
2027, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
2027, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
2028, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
2028, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
2028, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
2028, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
2029, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
2029, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
2029, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
2029, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
2030, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
2030, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
2030, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
2030, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
2031, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
2031, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
2031, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
2031, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
2032, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
2032, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
2032, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
2032, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
2033, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
2033, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
2033, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
2033, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
2034, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
2034, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
2034, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
2034, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
2035, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
2035, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
2035, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
2035, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
2036, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
2036, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
2036, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
2036, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
2037, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
2037, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
2037, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
2037, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
2038, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
2038, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
2038, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
2038, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
2039, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
2039, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
2039, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
2039, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
2040, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
2040, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
2040, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
2040, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
2041, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
2041, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
2041, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
2041, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
2042, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
2042, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
2042, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
2042, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
2043, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
2043, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
2043, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
2043, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
2044, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
2044, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
2044, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
2044, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
2045, 0.00000, 2423.23, -174.405, 2472.04, -175.438, 2486.14, -173.953
2045, 900.00000, 2580.49, -172.368, 2614.4, -173.926, 2658.53, -172.52
2045, 1800.00000, 2716.6, -171.843, 2784.78, -172.987, 2798.72, -171.213
2045, 2700.00000, 2668.66, -172.8, 2740.81, -173.539, 2735.63, -171.866
2046, 0.00000, 2684.67, -173.027, 2771.1, -173.395, 2744.06, -171.65
2046, 900.00000, 2799.03, -172.393, 2860.6, -172.331, 2827.7, -171.281
2046, 1800.00000, 2796.46, -172.042, 2830.62, -171.883, 2806.93, -171.358
2046, 2700.00000, 2941.4, -171.965, 2996.07, -171.528, 2949.48, -170.825
2047, 0.00000, 3002.99, -171.874, 3097.12, -171.621, 3039.51, -170.209
2047, 900.00000, 3087.95, -171.361, 3175.31, -171.521, 3140.11, -170.062
2047, 1800.00000, 3050.19, -171.145, 3099.45, -171.456, 3089.52, -170.511
2047, 2700.00000, 3186.68, -170.127, 3217.89, -170.816, 3235.69, -169.995
2048, 0.00000, 3133.97, -171.145, 3198.04, -172.052, 3209.77, -170.613
2048, 900.00000, 3248.54, -169.894, 3317.12, -171.653, 3370.21, -169.773
2048, 1800.00000, 3373.75, -169.338, 3479.06, -170.565, 3490.96, -168.464
2048, 2700.00000, 3367.52, -169.694, 3461.59, -169.959, 3429.2, -168.467
2049, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
2049, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
2049, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
2049, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
2050, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
2050, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
2050, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
2050, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
2051, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
2051, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
2051, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
2051, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
2052, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
2052, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
2052, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
2052, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
2053, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
2053, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
2053, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
2053, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
2054, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
2054, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
2054, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
2054, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
2055, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
2055, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
2055, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
2055, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
2056, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
2056, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
2056, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
2056, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
2057, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
2057, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
2057, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
2057, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
2058, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
2058, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
2058, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
2058, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
2059, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
2059, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
2059, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
2059, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
2060, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
2060, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
2060, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
2060, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
2061, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
2061, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
2061, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
2061, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
2062, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
2062, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
2062, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
2062, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
2063, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
2063, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
2063, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
2063, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
2064, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
2064, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
2064, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
2064, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
2065, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
2065, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
2065, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
2065, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
2066, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
2066, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
2066, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
2066, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
2067, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
2067, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
2067, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
2067, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
2068, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
2068, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
2068, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
2068, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
2069, 0.00000, 2423.23, -174.405, 2472.04, -175.438, 2486.14, -173.953
2069, 900.00000, 2580.49, -172.368, 2614.4, -173.926, 2658.53, -172.52
2069, 1800.00000, 2716.6, -171.843, 2784.78, -172.987, 2798.72, -171.213
2069, 2700.00000, 2668.66, -172.8, 2740.81, -173.539, 2735.63, -171.866
2070, 0.00000, 2684.67, -173.027, 2771.1, -173.395, 2744.06, -171.65
2070, 900.00000, 2799.03, -172.393, 2860.6, -172.331, 2827.7, -171.281
2070, 1800.00000, 2796.46, -172.042, 2830.62, -171.883, 2806.93, -171.358
2070, 2700.00000, 2941.4, -171.965, 2996.07, -171.528, 2949.48, -170.825
2071, 0.00000, 3002.99, -171.874, 3097.12, -171.621, 3039.51, -170.209
2071, 900.00000, 3087.95, -171.361, 3175.31, -171.521, 3140.11, -170.062
2071, 1800.00000, 3050.19, -171.145, 3099.45, -171.456, 3089.52, -170.511
2071, 2700.00000, 3186.68, -170.127, 3217.89, -170.816, 3235.69, -169.995
2072, 0.00000, 3133.97, -171.145, 3198.04, -172.052, 3209.77, -170.613
2072, 900.00000, 3248.54, -169.894, 3317.12, -171.653, 3370.21, -169.773
2072, 1800.00000, 3373.75, -169.338, 3479.06, -170.565, 3490.96, -168.464
2072, 2700.00000, 3367.52, -169.694, 3461.59, -169.959, 3429.2, -168.467
2073, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
2073, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
2073, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
2073, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
2074, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
2074, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
2074, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
2074, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
2075, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
2075, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
2075, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
2075, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
2076, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
2076, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
2076, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
2076, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
2077, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
2077, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
2077, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
2077, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
2078, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
2078, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
2078, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
2078, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
2079, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
2079, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
2079, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
2079, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
2080, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
2080, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
2080, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
2080, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
2081, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
2081, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
2081, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
2081, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
2082, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
2082, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
2082, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
2082, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
